class,text,hate
Non-Hate,fake news iconic crying migrant girl never separated mother says father via #illegalaliens ,0
Non-Hate, hope take impostors created palestinian refugee crisis court get backbone havent given dollar worlds largestlongest suffering refugee population created claim find terror enough already let refugees go home,0
Non-Hate,theyre called #anchorbabies thank #buildthewall #sendthemback,0
Non-Hate, part #sudanese get home loans deal done #bendigobank putting sudanese australians #aussiesbeforerefugees #bendigo #bendigobank #sendthemback #refugessarenotwelcomehere,0
Non-Hate, wouldnt thought years couldve come decent story fled nothin dribble political unrest #fakeugee #sendthemhome,0
Non-Hate, young illegals overcrowding us schools getting free school lunch breakfast food stamps medicaid #sendthemback border stop scam #trump #maga #rednatinrising ,0
Non-Hate, fault #sendthemback,0
Non-Hate, dispicable mayor really goes show demographics london #stopimmigration,0
Non-Hate, apply entry points get processes surely thats legal way beside local consulates #illegallyentering commuting crime illegal entry country trying get legalization #sendthemback,0
Non-Hate,put total #stopimmigration countries diffrent values even fair ones get left behind open door policy due #altruistic reasons hyping real estate market saves banks old #leftist trick buy votes #bosstweed,0
Non-Hate,days #backtoschool #sendthemback,0
Non-Hate,trouble #roxhamroad #migrant crisis exposed via #canada #immigration #migrantcrisis #asylumseekers #illegalaliens,0
Non-Hate, money well spent #sendthemhome,0
Non-Hate,#mikeandike #sierraandhunter #twomonkeys #sugarhigh #amped #sendthemhome #sweetuncle #guncle burbank california,0
Non-Hate, hahaha policy place labors lnp government done improve #manus #sendthemhome,0
Non-Hate, noncitizens ice picked either criminal convictions criminal charge murders assaults weapons offense rapes #rednationrising #immigration #satuardaymorning #trump #maga #sendthemback,0
Non-Hate,see daughter kate steinle good news graham killer wont acquitted like kates murderer #visalottery #chainmigration #everify#securetheborder #ripmollietibbets #stoptheinvasion #anchorbabies great job jessica see ya monday,0
Non-Hate,hey went border see children separated human traffickers course youre honest enough admit #democratsaresociopaths #stoptheinvasion#deportthemall#noamnesty#buildthewall,0
Non-Hate, im thinking come #americafirst #closetheborder #wideawake #sendthemback,0
Non-Hate, hows everything going bills #stopimmigration,0
Non-Hate,mayor blames little girls #refugee rapes grandpa makes regret #refugees #refugeeswelcome #illegalalien #buildthewall #buildthatwall,0
Non-Hate, im looking bus #sendthemback,0
Non-Hate, boat plane bus #sendthemhome,0
Non-Hate,#whitegenocide south africa may want investigate #cheaplabour #illegalimmigration angle farm murders #afriforum new awb#factsmatterthe facts land expropriation,0
Non-Hate, lie plays hands less less people listening msm finding truth elsewhere #stoptheinvasion #fightback,0
Non-Hate, well would one less woman affected werent illegally #sendthemback,0
Non-Hate, australia needs nothing sort #sendthemback,0
Non-Hate,long til lily goes back school regain sanity #summerholidays #theywillruinme #sendthemback #shehatesme,0
Non-Hate,border patrol agents bust ms th street gang members south texas via #stoptheinvasion,0
Non-Hate,whats wrong one protesting mollie kate illegals instead liberal dems really need rethink #buildthedamnwall #deportillegalimmigrants,0
Non-Hate,#eritrea lost eritreanswe #eritrean live diaspora lost identitythey call us differently #refugee #asylumseekers #illegalimmigrants call #justiceseekers#oppositions #activists differences #geneva unite rights,0
Non-Hate, vote everything #sendthemhome,0
Non-Hate, enemy islam #banmuslims #banislam #banthehijab #closetheborders #sendthemback,0
Non-Hate,detainees set fire buildings wa detention centre riot #auspol#sendthemback #jihadists ,0
Non-Hate, #sendthemback contribute plane fare joke,0
Non-Hate, thanks allowing violent foreign men walk among us threaten us lawcourt system favours decent law abiding people civil war looming country nothing help protect people #sendthemback,0
Non-Hate,promises made promises keptthank keeping promises#fundthewall #buildthewall #homelessveterans#illegalimmigrants #maga #kag letters available ill even send copy keepsake,0
Non-Hate,good morning patriots xx let everything done mind#walkawayfromdemocrats #buildthatwall #maga #chooselife #votedemsout #redwave #midterms #votered #tinylivesatstake,0
Non-Hate, gene truono delaware need senate strong ally big beautiful wall #maga support gene #desenate send washington back potus #buildthatwall ,0
Non-Hate,frustration nothing sessions reaches critical mass meadows brings roof irrefusable demandwheres popcorn #maga #wwgwga #americafirst#buildthatwall via ,0
Non-Hate,bruce elliott show #live conference dcformer director tom homan amangel mom mary ann mendoza amjessica vaugh center immigration control #buildthatwall #wednesdaymotivation ,0
Non-Hate, please support confirmation judge brett kavanaugh supreme court untied states america#maga#usast#buildthatwall#noamnesty#nodaca#dumptheun#screwtheeu#kingtrump,0
Non-Hate,make hate america call deep state really totally clear#buyfrominandout #internetbillofrights #darkleft #walkaway #reinstaterobyngritz #jimjordanspeaker #a #defundpp #chaindeportation #buildthatwall #nationalreciprocity #a #freejulian #boycottnfl,0
Non-Hate, go making look like idiot#amendment #buildthatwall #deportthemall #civilwar #declassifyitall,0
Non-Hate,anchor baby suspected murdering nursing student fled nicaragua via #buildthewall #endsanctuarycities #endillegalbirthrightcitizenship#enddaca #noamnesty #keepamericanssafe,0
Non-Hate,must read importantmedia political falsehoods immigration propaganda images immigrant crime daca #noamnesty #endchainmigration #endillegalbirthrightcitizenship#secureusborders#protectusa,0
Non-Hate,new report government gave daca protection thousands criminals #nodaca #noamnesty#deportthemall #buildthewall #keepamericasafestop deception stop lies#enforceuslaws,0
Non-Hate,yearold charged killing teenager annapolis linked ms #noamnesty #nodaca #deportthemall anomalies becoming normimmigration reform entail giving free pass,0
Non-Hate, help #buildthatwall visit,0
Non-Hate, parts already built oct coming budgets made #buildthatwall move lot faster pace #maga,0
Non-Hate, join patriots order laser engraved brick help #buildthatwall today ,0
Non-Hate,#repost trumpmania getrepost#nike #nfl #keepamericagreat #kag #keepamericagreat #trump #trumpeffect #buildthatwall #mikepence #conservative #republican #a #pewpew #america,0
Non-Hate, forget voteplenty americans sacrifice #military #ice #police take couple hours busy days nov vote please help save country#maga #kag #potus #trump #news #votered #nodaca #walkaway #americafirst,0
Non-Hate,wall funding election trump threatens shutdown government border wall #safety #trump#buildthatwall #safety #shutdown,0
Non-Hate, dont disagree scandal corrupt justice department looking rocks wrongdoing one party ignoring blatant lawbreaking hillary many dems#maga #kag #potus #trump #news #votered #nodaca #walkaway #americafirst #usa,0
Non-Hate, anonymous source told flunked kindergarten passed wthe help affirmative actionand teacher didnt want deal wthe little brat more#maga #kag #potus #trump #news #usa #walkaway #tds #nodaca,0
Non-Hate,support ice thats ill voting republican come november #buildthatwall #voterred,0
Non-Hate,kamala harris angry immature corrupt feckless unserious ignorant unaccomplishedwhich makes oddson favorite dem nominee challenge #potus #maga #kag #trump #news #votered #nodaca #walkaway #americafirst #usa #backtheblue #alllivesmatter,0
Non-Hate,helping build wallwere helpful like that#lockhimup#buildthatwall,0
Non-Hate, dopey listening #jimjordan #maga #buildthatwall,0
Non-Hate, rt #america serious debt problem thus cannot afford big #taxcuts wealthy big nwoglobalist corporations #usa #americans #constitution #buildthewall #noamnesty #enddaca #endsanctuarycities #maga #nomorebadbudgetdeals #reducethedebt #congress,0
Non-Hate, bishops know something wrong something#buyfrominandout #internetbillofrights #darkleft #walkaway #reinstaterobyngritz #jimjordanspeaker #a #defundpp #chaindeportation #buildthatwall #nationalreciprocity #a #freejulian #boycottnfl,0
Non-Hate,tired #dems trying speak ppl color im #hispanic dont speak support #trump support deporting #illegals #buildthatwall #immigration needs done legally excuses also abolish #hbvisa program foreigns r taking #americans jobs,0
Non-Hate,honestly know #twictator wants total control suggest follow #crookedhillary thanks twitgo ever follow criminal itll celebrate karma finally bites ass #lockherup #tuesdaythoughts #maga #trump #buildthatwall #kag,0
Non-Hate, omg typical liberals violating law order forward agenda okay minds agenda takes precedent silly laws norms#maga #kag #potus #trump #news #votered #nodaca #walkaway #americafirst #usa,0
Non-Hate,silly killary wannabe numbers keep climbing #maga#masa#buildthatwall #buildthefuture,0
Non-Hate,people respond tweets todaythursday sep utctop hashtags#maga#retweet#buildthatwall#support#treason#corruptionmost influential accounts,0
Non-Hate, like bho released cancer virus people us intentionally#internetbillofrights #darkleft #walkaway #reinstaterobyngritz #firerosenstein #jimjordanspeaker #a #defundplannedparenthood #chaindeportation #buildthatwall #boycottnetflix #nationalreciprocity,0
Non-Hate, gives us insight would act president disclosing top secret docs regularly hillary didhe would danger#maga #kag #potus #trump #news #votered #nodaca #walkaway #americafirst #usa #backtheblue #alllivesmatter,0
