class,text
Non-Hate,Seen it many times. Hair brushes too https://t.co/yGPJNmMz7g
Non-Hate,@themeredith the man is a legend in my mind 😂
Non-Hate,When you let a squirter sit on your face https://t.co/TZY98mInQ4
Non-Hate,All summer 16 https://t.co/tGQcT8CrAq
Non-Hate,"I'm too old for games... We either fuckin or we not... Either way, it's your loss or your gain... IDGAF either way"
Non-Hate,My mouth stays shut... I cut people off for reasons they may never be smart enough to figure out
Non-Hate,When you see your friend that's in prison posting on Facebook... https://t.co/xvuC20qiFQ
Non-Hate,"Me when I go anywhere, ever https://t.co/yuxIhSkpyJ"
Non-Hate,My only goal in life is to fuck at least 1 follower from each social media platform... Twitter is the only 1 left... @themeredith your move
Non-Hate,Should I give you my number? https://t.co/YTdMFZwCdl
Non-Hate,HAHAHAHAHAPLEASEKILLMEHHAHAHAHHAHAHAHAHA 😫 https://t.co/FthUhJjMrm
Non-Hate,@_lextacyyy only when drunk or in bed... But I'm always drunk
Non-Hate,RT @taxo__: When it's Friday &; you're feeling kinda Thugish💂🏼 https://t.co/iCJJNtfnYb
Non-Hate,@fuck________off it must have been cause I didn't get it
Non-Hate,@fuck________off how's that?
Non-Hate,@fuck________off well what is your sc
Non-Hate,I say 'I do' a lot for someone that would never say I do...
Non-Hate,One week into 'he cut you off and chill' got you like... https://t.co/Y255LSP4KY
Non-Hate,Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same
Non-Hate,Well it's a mystery to me too https://t.co/PDMgmgL8DB
Non-Hate,When you're daydreaming about the dick you're gonna get later https://t.co/J7N9GWdakh
Non-Hate,"I can find humor and a silver lining in any situation, that's why I live an amazing life... You should try it"
Non-Hate,"You don't have haters, people just hate you, dumb dumb"
Non-Hate,When she knows just what to get you for Father's Day... https://t.co/tCBhkfCkT9
Non-Hate,Me- cusses out person for driving the wrong way in a parking lot Also me- drives wrong way in a parking lot
Non-Hate,Me when people take a post too seriously and I'm reading their butt hurt comments https://t.co/D6HrPpScxp
Non-Hate,When your best friend gets out of that relationship and you finally have your hoe'ing partner back https://t.co/r7INj9LPsG
Non-Hate,I hate it when people say they're never gonna talk to me again... And then they do...
Non-Hate,The 'I cheat on his ass' starter app https://t.co/k5gHJKlAjT
Non-Hate,"People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam"
Non-Hate,'You're the only one I'm talking to' https://t.co/Q6TLGRberM
Non-Hate,When you send nudes in public knowing people can see cause you know your shit is A1
Non-Hate,RT @SantinaDiMaggio: You don't need to explain your happiness to anyone.
Non-Hate,My rotation is like a revolving door
Non-Hate,When you're on a first date and they're already too clingy and touchy feely https://t.co/A5eReObkAr
Non-Hate,"When you do finally give up and start buying them cats at least you won't have to drink alone, loser https://t.co/tcC03fZvSm"
Non-Hate,"If I invite you over to take shots, this is what you can expect https://t.co/6foauUxkY0"
Non-Hate,"If you really wanna know what someone you're fucking thinks about you, make them show you how you're stored in their phone..."
Non-Hate,'Oh you're dating someone now?' https://t.co/5HjdmkXori
Non-Hate,When I send girls the videos we made https://t.co/azjiaa2Ts2
Non-Hate,When bae gives you a warm welcome home https://t.co/uBbuiBR7Qd
Non-Hate,Pro Tip- Never go down on someone that has food poisoning
Non-Hate,Shoutout to Rihanna for writing my theme song 'Sex With Me'
Non-Hate,'How do you live with yourself?' https://t.co/gdY4lPtVI5
Non-Hate,Life's too short to be giving people second chances
Non-Hate,How I feel when I'm drunk at the bar buying everyone shots https://t.co/Opm6ccZylT
Non-Hate,Shoutout to me for making the worst decision of my life 🙌🏼
Non-Hate,I wonder who the first person to think of a sewage system was... I mean there must have been shit everywhere
Non-Hate,When your friend owes you money and they're taking a little too long to pay you back https://t.co/wReKiIdH0c
Non-Hate,When you're at the point of drinking just to stay awake but then you blackout and pass out during sex anyway
Non-Hate,Ego's bruise harder than any belt ever could
Non-Hate,He just kept screaming 'is it too late now to say sorrrrry?!' https://t.co/6XU2qMmkuZ
Non-Hate,Your hoes vs my hoes https://t.co/H6Xe6jQY6u
Non-Hate,Me- refuses to answer anyone's phone calls Also me- infuriated when people don't answer my phone calls
Non-Hate,Same. We really are soulmates... Dumb AF but soulmates nonetheless 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃 https://t.co/ZwXTny02jj
Non-Hate,"I don't run from my problems, I laugh at them and act like they don't exists like a normal human being"
Non-Hate,"I'm unfollowing, I don't need this kind of negativity in my life https://t.co/bgdVSrGilU"
Non-Hate,My whole life is one big sexual innuendo
Non-Hate,When your phone goes dry for more than 2 1/2 minutes https://t.co/SY8xAFCtUU
Non-Hate,When you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol
Non-Hate,Idk why people tell me their problems... All I do is repeatedly ask 'why' like a 4 year old that's not getting his way... Then I laugh
Non-Hate,@queensoverbitch 😭😭😭😭😭
Non-Hate,@queensoverbitch I like Twitter cause we're so irrelevant here that no one pays attention to us 😫😂
Non-Hate,Merica AF 💪🏼 https://t.co/4AQOWUssSq
Non-Hate,Me flirting- So tell me about your father...
Non-Hate,Me flirting- Tell me about your father... Start at the part when he left... https://t.co/xRWJiz0gKU
Non-Hate,Shoutout to me for being fucking AWESOME
Non-Hate,"Me trying to flirt- Hey cum dumpster, wanna fuck?"
Non-Hate,Anytime someone snapchat calls me I assume it was an accident... Cause as a human being you should know that's not what phones are for
Non-Hate,When your Mexican friend texts you 'viva la Mexico' on the 4th of July https://t.co/cH6Jrqmx2K
Non-Hate,Wearing extensions around me is as dumb as wearing panties around me... They both getting ripped off of you
Non-Hate,Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y'all patriotic AF
Non-Hate,When your inner unicorn is showing https://t.co/HY6MK3hMxf
Non-Hate,When you just stuffed your fucking face and the waiter asks you if you want dessert https://t.co/5XNoVIOZpL
Non-Hate,When you're on a date with someone that won't stop talking about their ex https://t.co/mKfGcsvUir
Non-Hate,Pathetic is not attractive
Non-Hate,RT @Scouse_ma: 😂😂😂 https://t.co/ueBm0enQzH
Non-Hate,RT @T_Bonezzz_: My signature move is out of your life.
Non-Hate,After we've had sex once https://t.co/LpXDbTkLQX
Non-Hate,And people with ugly faces should wear masks https://t.co/NduTR125v1
Non-Hate,*cough cough* loser https://t.co/rRDUZpaPbs
Non-Hate,When you get to the liquor store with 2 minutes till closing and they're locking the door https://t.co/EcPZKhGS9Z
Non-Hate,"When you think you finally found the one, then you find out he cries after he cums https://t.co/YVplrt2C8j"
Non-Hate,"Friend- it's been a long time, what have you been up to? Me- https://t.co/uxlGtLRo4A"
Non-Hate,When your pathetic ex finally dies https://t.co/lnIDW2t1x0
Non-Hate,If you only knew what your name is in my phone. 😈
Non-Hate,Me- I read this article about it Also me- I really just read the headline and made up the rest
Non-Hate,Ever been so hungover that your stomach feels like it's eating itself
Non-Hate,How I feel when I buy a round of shots https://t.co/lrYT4GqRHD
Non-Hate,"@SantinaDiMaggio but seriously, the silver looks sexy AF and like very easy access to give you your birthday spankings 😘"
Non-Hate,@SantinaDiMaggio good girl
Non-Hate,"Do you ever look at certain people and think, if I ever look like that just kill me"
Non-Hate,Do you ever see people in your feed and think 'lol I fucked you'
Non-Hate,When you're high AF on FaceTime tuning out a friend that ranting and you tap the screen to see when the video is going to be over
Non-Hate,Mood GO HOME AND GET YA FUCKIN SHINE BOX
Non-Hate,How to kidnap me https://t.co/Q46Xocec8k
Non-Hate,Friend- I'm getting married Me- https://t.co/hzRDvjRHJU
Non-Hate,Don't text these hoes... If you're doing your job right they'll text you when you're needed
Non-Hate,Thems the rules https://t.co/wzIxnA6BCA
Non-Hate,You ever look at someone and think 'yeah Ima fuck you'
Non-Hate,RT @valentinaveshi: My kind of Pokemon presented by the best: @Yourfuckboy1 https://t.co/lJ68uo0xrG
Non-Hate,When your selfie game is weak AF https://t.co/Q7lwtaWRxG
Non-Hate,When his dick game is garbage but his mouth game is fire AF https://t.co/kLB5844oPj
Non-Hate,"Yeah, I text back in a timely manner... I'm about getting laid not playing games"
Non-Hate,When you stick it in the wrong hole on 'accident' https://t.co/KHAxEv48Bb
Non-Hate,Talent- Meeting up with complete strangers for sex
Non-Hate,When it goes from 'you gotta wear a condom' to 'just don't cum in me' https://t.co/tA6EvK1vSF
Non-Hate,"Friend- she's cool, you should keep this one around Me- https://t.co/Ii4QYJolR9"
Non-Hate,@themeredith 💀💀💀
Non-Hate,"RT @themeredith: 'You know, the thing is...we ate drugs so...' -my basic excuse for not doing things"
Non-Hate,When the gut rot kicks in after a long weekend of drinking https://t.co/DltmhryxtZ
Non-Hate,When you forget to finish contouring https://t.co/b5z1mqeZU1
Non-Hate,Sometimes I just wanna crash into psychic reading places and ask them if they saw that coming...
Non-Hate,When you're leaving the dick appointment and it was fire AF https://t.co/SN59E3Fzya
Non-Hate,"Plastic surgeon- what can I do for you, Khloe? Khloe- just make me less ugly Plastic surgeon- say no more, fam https://t.co/MaCLGFw5Mf"
Non-Hate,@taxo__ @Scouse_ma 😂😂😂😂
Non-Hate,"I wanna care sometimes, but this 'fuck it, who cares' attitude is too strong"
Non-Hate,Idk how to feel about the tweet that followed this 🤔 https://t.co/93VeLIGIrR
Non-Hate,The savagery https://t.co/OMpWNvbUoA
Non-Hate,I just want a bank account as strong as that chair https://t.co/z0SjeHSGhT
Non-Hate,I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life
Non-Hate,@fuck________off my age but wishes she was younger
Non-Hate,You'd have to ask @instagram cause they have yet to respond to me https://t.co/Fe3J4jPO66
Non-Hate,@adprovost10 😭😭😭😭 nah man
Non-Hate,"You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?"
Non-Hate,Don't try to show off in front of girls by trying to talk down to other men... It comes across as pathetic...
Non-Hate,When you know your worth... https://t.co/RxKr2noOwI
Non-Hate,The real key to life is staying ahead of the game
Non-Hate,"If he likes cheese on his pizza, he's an asshole. 🍕"
Non-Hate,Pokemon go is quite in fact the real walking dead
Non-Hate,When you see someone you know on tinder so you super like them and they never talk to you again 😐
Non-Hate,Vodka is my spirit animal
Non-Hate,"You ever be drivin and briefly forget where you are, where you're going, how you got there, who you are or why you're alive? Cause same"
Non-Hate,@ayeeetippp same AF
Non-Hate,"I'm voting for Marion Barry for president... That's right, a dead crackhead is a better choice than what's being offered"
Non-Hate,50 years after you decided you'd never try anal... https://t.co/Ex0fNhFa3T
Non-Hate,@instagram is like the Donald Trump of social media sites the way they're just purging pages for no apparent reason
Non-Hate,The 'I can't get a date so Ima just take one' starter pack https://t.co/sGd8AMm2LH
Non-Hate,RT @themrsqueenbee: I'm just a materialistic narcissist who enjoys a life of leisure. 🕶
Non-Hate,Might thrown a coffee in with it 😇 https://t.co/u6Us8yDSv8
Non-Hate,Snapchat updates their app and it becomes amazing.. Instagram updates their app and it goes to complete fucking shit https://t.co/WhEbXuF66v
Non-Hate,"RT @taxo__: Her:I don't get what u want outta this relationship Him:Well, I was only looking for a bj but u kept coming back https://t.co/l…"
Non-Hate,"@instagram ok guys, jokes over... We all had a good laugh, you can give me my account back now 🤗"
Non-Hate,When you and your girlfriend are so close that you're best friends.. So much so that you just wanna tell her about the other girls ur fuckin
Non-Hate,Yes they did https://t.co/wbXaXUKaoV
Non-Hate,@twodudesinapool @instagram one bs template email but nothing solid. This is my 5th deletion
Non-Hate,@twodudesinapool @instagram it's absolutely ridiculous especially after jumping through hoops to get it back last time
Non-Hate,Pokemon Gooooooo fuck yourself
Non-Hate,The evolution of a Kardashian https://t.co/HOXT9lsXsK
Non-Hate,"When you and your friends are discussing Instagram's great purge of 2016, wondering who's gonna be next https://t.co/me5ydanJ8a"
Non-Hate,The best way to stay off the grid is by posting about it https://t.co/05zkz1wAam
Non-Hate,Me flirting- So how do you feel about abortion?
Non-Hate,When someone tries to correct my grammar https://t.co/Hjiq7gONyy
Non-Hate,Yeah last week. Using @ your_fuckboy_ for now https://t.co/TtLECarkZo
Non-Hate,Idk who these things are or why they're popular all of the sudden... And that's my meme about that https://t.co/qpznqPh5rT
Non-Hate,I mean... You got one from me and I don't ever do that so.... 😘 https://t.co/9vQZkzo4x1
Non-Hate,Sending you one now 😘 https://t.co/f82ffWWvWX
Non-Hate,"My refrigerator is filled with nothing but organic fruits and vegetables and alcohol, cause life is all about balance"
Non-Hate,I never realize how long a minute actually is until I get stuck listening to a minute long voice memo about a bunch of shit idgaf about
Non-Hate,When she's rockin roast beef so you decide to play with it https://t.co/xECz1LJVpW
Non-Hate,When they won't stop talking about their ex on a first date https://t.co/bMaUCwnx45
Non-Hate,@KimmyK02 none
Non-Hate,"If your man has an android, you're allowed to cheat on him"
Non-Hate,My life was really headed in the right direction before I started drinking... At the age of 10...
