class,text,hate
Non-Hate, ironic since muslims rape show up at strip clubs but if a woman is a prostitute shes deserving of ,0
Non-Hate,we as women mostly are rape and sexual assault victims we kept quiet cos no one believes us still,0
Non-Hate, really mr grab em by the pussy yes you do talk like that and you werent elected your were instilled by russia stfu you moron youre going to prison traitor tot,0
Hate,aight goodnight whores except for the girl thats been on the tl bashing guys you a hoe stfu and boss up bitch,1
Non-Hate,theres nothing worse when someone has the flaming audacity to say it wasnt that funny to something you think is hysterical,0
Non-Hate, immigrant rapes old english woman and tells heryours is a bitch country im saddam hussein ,0
Non-Hate, spartacushysterical woman ,0
Non-Hate,recent examples being the only woman being the only one condescended to icooca teen character being called a skank then told it was just to see my ooc reaction being talked over small stuff like this increases when i play a confident character especially a young one,0
Hate,if youre dating a baby daddy before you call the baby mama bitter go talk to her yourself or just the stfu and mind your business bc you know damn well that nigga gone lie just to get some pussy and play victim idc,1
Hate, alessia you fkn skank go change,1
Hate,bitch shut the fuck up,1
Non-Hate, booker is the more hysterical woman while harris is just a common slut,0
Non-Hate,niggas be getting on here crying bout not getting no play everyday lol there are women that like weird niggasfunny niggas athletic niggasthug niggas etc find a bitch in yo arena and stfu,0
Non-Hate, isnt that the guy who encourages men to rape women,0
Hate, u a rabid fucking cunt oh yea but u from indiana tho common for u women folk ask mother pence,1
Hate, that skank looks good on your arm you been dating your mom long she needs to start thinking about some botox or maybe a full facelift lying does that to you,1
Hate, how about very unintelligent hysterical woman this women is mental case,1
Hate, fuck u bitch ass whore,1
Non-Hate,a lot of people are having to be told why women dont speak up about rape culture via ,0
Non-Hate,nigga im pretty sure you dont get pussy just stfu,0
Non-Hate, poster at local rape crisis old woman with walker and raggy clothes title said it must be something she wore,0
Hate,i usually dont hate people but i actually hate that bitch you tried to be friends with me outside of work and then when i had a crisis you decided to be professional and use that against me thats the worst type of person fucking cunt will get hers though,1
Non-Hate, my goto analogy is mean girls all cliques no policies ohmigod you guys bernie isnt even a democrat kay he cant sit with us pass me my book bernie is the nastiest skank bitch i have ever met do not trust him he is a fugly s,0
Hate,woke up angry bc years ago a groomsman i were supposed to walk into the reception doing the bernie but this cunt of a bridesmaid insisted that they were gonna do it so we quickly made something up while in line to go and then this fucking bitch walks in doesnt fucking do it,1
Hate,niggas be in they s dating bitches that aint even old enough to drive talm bout why are women so complicated bitch you dating a toddler stfu,1
Non-Hate, shut up rand you pussy,0
Non-Hate, but she is saying that it will keep her safe it wont and it wont keep other woman safe that is rape culture,0
Non-Hate,metoo im a victim of rape abuse and harrassment i have never known a woman who havent had any of these experiences,0
Non-Hate, pretending hes some maverick when in reality hes a hysterical woman,0
Hate, shut the fuck up you fucking monkey jew bitch cunt nigger dick licking,1
Hate, your words are soooooo descriptive and now if there was any question about what happened before now shes just being in inyourface fucktwaddle because she thinks she got away with it the first time fucking bitchand i dont say that about,1
Non-Hate,if ur a lemon and have to get a woman drunk to have sex with u my nikka thats rape,0
Non-Hate,guy at the drawing session last night negging the woman next to me by saying dont get hysterical and i believe in the right of women not to choose stfu and also thx for affirming the now well known fact that misogynists draw like shit misogynistsdrawlikeshit,0
Hate, ur retarded to take yt photo of someone elsei will when u show ur realur a fuckin bitch ass nigga u fucking cuntboii i got ur mum twerking for cents coz dats how poor u fucking really arestop being a fucked up slutty rat,1
Hate,shut the fuck up you fucking pussy you wouldnt know survival if it hit you in the face you draft dodger,1
Non-Hate,even the rape of a muslim woman is almost impossible to prove under strict islamic law sharia,0
Hate,shut the fuck up you know youre that bitch whore,1
Non-Hate,in the case of trumps multiple allegations of sexual assault and rape his followers called the women liars and threatened them,0
Non-Hate, rape is no a joking matter or a time to speak light women have to re ,0
Non-Hate, the guy who has spent five years hiding from a rape inquiry thinks that a powerful woman is creepy man ,0
Hate,lol youre probably tweeting its so hard to move on with a dick in your pussy so shut the fuck up fake hoe,1
Non-Hate, in any case at all a rape victim is guilty of it we should educate our men to respect women period nomeansno,0
Non-Hate, thanks for ruining football you pussy i cant watch it anymore its boring,0
Hate,if i ever hit you w dumb fucking cunt ass fucking stupid ass fucking bitch just know im extremely mad at you,1
Non-Hate, skank man you got,0
Hate,if ever a skank tries to make fun of you tell her to suck dick shell magically turn into a hoe and grab the nearest dick within her perimeter,1
Hate,just because i fuck u raw while tongue kissing you drop all my hoes meet your family eat yo pussy from the backand tell you i love you dont mean u my itch ongod,1
